code,split_index
us-me-025,0.024354733
us-me-027,0.038331963
us-me-029,0.018725424
us-me-031,0.01472378
us-md-001,0.102371005
us-md-003,0.028141128
us-md-005,0.019420019
us-md-009,0.071117711
us-md-011,0.055406607
us-md-013,0.065397832
us-md-015,0.040448456
us-md-017,0.055713908
us-md-019,0.08582101
us-md-021,0.035543111
us-md-023,0.033550022
us-md-025,0.042247035
us-md-027,0.050902543
us-md-029,0.102442215
us-md-031,0.055986761
us-md-033,0.002180151
us-md-035,0.081478275
us-md-037,0.125405903
us-md-039,0.107461917
us-md-041,0.116690533
us-md-043,0.10379606
us-md-045,0.084287415
us-md-047,0.065379271
us-md-510,
us-ma-001,0.055216958
us-ma-003,0.266426202
us-ma-005,0.157668816
us-ma-007,0.042451878
us-ma-009,0.36780011
us-ma-011,0.334787902
us-ma-013,0.454551692
us-ma-015,0.310146168
us-ma-017,0.228250888
us-ma-019,0.063353232
us-ma-021,0.111861695
us-ma-023,0.131703285
us-ma-025,0.128286799
us-ma-027,0.438718033
us-mi-001,0.110346962
us-mi-003,0.076742972
us-mi-005,0.080114063
us-mi-007,0.128956133
us-mi-009,0.012812674
us-mi-011,0.212097031
us-mi-013,0.083346156
us-mi-015,0.061583031
us-mi-017,0.214869372
us-mi-019,0.018634869
us-mi-021,0.111036292
us-mi-023,0.012943388
us-mi-025,0.033461355
us-mi-027,0.081592193
us-mi-029,0.00482145
us-mi-031,0.067794426
us-mi-033,0.075731539
us-mi-035,0.010503179
us-mi-037,0.049229453
us-mi-039,0.084277086
us-mi-041,0.101519592
us-mi-043,0.092065795
us-mi-045,0.008698235
us-mi-047,0.015553465
us-mi-049,0.152539143
us-mi-051,0.005975119
us-mi-053,0.104545959
us-mi-055,0.024786074
us-mi-057,0.035438143
us-mi-059,0.051551105
us-mi-061,0.028969604
us-mi-063,0.071443702
us-mi-065,0.07128412
us-mi-067,0.061613314
us-mi-069,0.194630836
us-mi-071,0.107796075
us-mi-073,0.051810117
us-mi-075,0.018427615
us-mi-077,0.131954872
us-mi-079,0.096671502
us-mi-081,0.125624903
us-mi-083,0.009684025
us-mi-085,0.011268223
us-mi-087,0.01573596
us-mi-089,0.027743933
us-mi-091,0.011703878
us-mi-093,0.061777365
us-mi-095,0.092892481
us-mi-097,0.072676752
us-mi-099,0.085042443
us-mi-101,0.055422013
us-mi-103,0.027246328
us-mi-105,0.048303982
us-mi-107,0.019907269
us-mi-109,0.092169268
us-mi-111,0.117870164
us-mi-113,0.010293526
us-mi-115,0.038510928
us-mi-117,0.005526194
us-mi-119,0.135065004
us-mi-121,0.068565814
us-mi-123,0.041073482
us-mi-125,0.037949221
us-mi-127,0.088437572
us-mi-129,0.014189281
us-mi-131,0.111059932
us-mi-133,0.007951606
us-mi-135,0.113912498
us-mi-137,0.048426403
us-mi-139,0.122120138
us-mi-141,0.104252265
us-mi-143,0.012192641
us-mi-145,0.040046303
us-mi-147,0.045768742
us-mi-149,0.067258713
us-mi-151,0.016831511
us-mi-153,0.126151991
us-mi-155,0.016241981
us-mi-157,0.054519877
us-mi-159,0.087611727
us-mi-161,0.022465391
us-mi-163,0.025053715
us-mi-165,0.012536193
us-mn-001,0.12040744
us-mn-003,0.073934191
us-mn-005,0.259489571
us-mn-007,0.103915164
us-mn-009,0.048868011
us-mn-011,0.264051551
us-mn-013,0.085538306
us-mn-015,0.090444779
us-mn-017,0.071688586
us-mn-019,0.173938915
us-mn-021,0.071009268
us-mn-023,0.328606056
us-mn-025,0.131778394
us-mn-027,0.207107655
us-mn-029,0.231563572
us-mn-031,0.0499517
us-mn-033,0.163083377
us-mn-035,0.083842704
us-mn-037,0.019760089
us-mn-039,0.129294535
us-mn-041,0.204243361
us-mn-043,0.075054616
us-mn-045,0.165880944
us-mn-047,0.154776175
us-mn-049,0.040451933
us-mn-051,0.329078623
us-mn-053,0.131411607
us-mn-055,0.124929327
us-mn-057,0.11048686
us-mn-059,0.131724101
us-mn-061,0.118055449
us-mn-063,0.124715632
us-mn-065,0.147177733
us-mn-067,0.190330952
us-mn-069,0.388643891
us-mn-071,0.157517115
us-mn-073,0.344670846
us-mn-075,0.077767374
us-mn-077,0.326825562
us-mn-079,0.129327696
us-mn-081,0.295702018
us-mn-083,0.211888777
us-mn-085,0.157434388
us-mn-087,0.260204349
us-mn-089,0.416521703
us-mn-091,0.066446978
us-mn-093,0.202185466
us-mn-095,0.158766188
us-mn-097,0.186386241
us-mn-099,0.144807359
us-mn-101,0.210735502
us-mn-103,0.107436343
us-mn-105,0.139942457
us-mn-107,0.381409627
us-mn-109,0.060958654
us-mn-111,0.238792088
us-mn-113,0.318337697
us-mn-115,0.151779009
us-mn-117,0.156487271
us-mn-119,0.318940688
us-mn-121,0.273596758
us-mn-123,0.058718071
us-mn-125,0.396082518
us-mn-127,0.31047594
us-mn-129,0.303022501
us-mn-131,0.053879838
us-mn-133,0.093413524
us-mn-135,0.299007034
us-mn-137,0.062897447
us-mn-139,0.009065446
us-mn-141,0.067882578
us-mn-143,0.18298484
us-mn-145,0.0460555
us-mn-147,0.135747887
us-mn-149,0.228575402
us-mn-151,0.329300194
us-mn-153,0.285171083
us-mn-155,0.368083304
us-mn-157,0.092952987
us-mn-159,0.126279425
us-mn-161,0.178992209
us-mn-163,0.04873849
us-mn-165,0.106999396
us-mn-167,0.375155984
us-mn-169,0.104860792
us-mn-171,0.081800516
us-mn-173,0.321347477
us-ms-001,
us-ms-003,
us-ms-005,
us-ms-007,
us-ms-009,
us-ms-011,
us-ms-013,
us-ms-015,
us-ms-017,
us-ms-019,
us-ms-021,
us-ms-023,
us-ms-025,
us-ms-027,
us-ms-029,
us-ms-031,
us-ms-033,
us-ms-035,
us-ms-037,
us-ms-039,
us-ms-041,
us-ms-043,
us-ms-045,
us-ms-047,
us-ms-049,
us-ms-051,
us-ms-053,
us-ms-055,
us-ms-057,
us-ms-059,
us-ms-061,
us-ms-063,
us-ms-065,
us-ms-067,
us-ms-069,
us-ms-071,
us-ms-073,
us-ms-075,
us-ms-077,
us-ms-079,
us-ms-081,
us-ms-083,
us-ms-085,
us-ms-087,
us-ms-089,
us-ms-091,
us-ms-093,
us-ms-095,
us-ms-097,
us-ms-099,
us-ms-101,
us-ms-103,
us-ms-105,
us-ms-107,
us-ms-109,
us-ms-111,
us-ms-113,
us-ms-115,
us-ms-117,
us-ms-119,
us-ms-121,
us-ms-123,
us-ms-125,
us-ms-127,
us-ms-129,
us-ms-131,
us-ms-133,
us-ms-135,
us-ms-137,
us-ms-139,
us-ms-141,
us-ms-143,
us-ms-145,
us-ms-147,
us-ms-149,
us-ms-151,
us-ms-153,
us-ms-155,
us-ms-157,
us-ms-159,
us-ms-161,
us-ms-163,
us-mo-001,0.084010812
us-mo-003,0.017918178
us-mo-005,0.015944927
us-mo-007,0.006499849
us-mo-009,0.039363314
us-mo-011,0.006594123
us-mo-013,0.020523504
us-mo-015,0.038001299
us-mo-017,0.045593774
us-mo-019,0.080270453
us-mo-021,0.05403934
us-mo-023,0.005457857
us-mo-025,0.0072987
us-mo-027,0.048175195
us-mo-029,0.01201026
us-mo-031,0.017852046
us-mo-033,0.021100664
us-mo-035,0.029893638
us-mo-037,0.061309388
us-mo-039,0.00875446
us-mo-041,0.00443566
us-mo-043,0.058507857
us-mo-045,0.019795102
us-mo-047,0.05840213
us-mo-049,0.005745614
us-mo-051,0.076816118
us-mo-053,0.032741515
us-mo-055,0.016132789
us-mo-057,0.00528104
us-mo-059,0.007998273
us-mo-061,0.006705785
us-mo-063,0.016799717
us-mo-065,0.021305085
us-mo-067,0.000786353
us-mo-069,0.034237943
us-mo-071,0.007273314
us-mo-073,0.035047387
us-mo-075,0.01381434
us-mo-077,0.030319243
us-mo-079,0.007155117
us-mo-081,0.006279919
us-mo-083,0.008106387
us-mo-085,0.005573378
us-mo-087,0.014153976
us-mo-089,0.011943345
us-mo-091,0.011071852
us-mo-093,0.06607751
us-mo-095,0.015634753
us-mo-097,0.030539658
us-mo-099,0.04647516
us-mo-101,0.033471544
us-mo-103,0.056835711
us-mo-105,0.017601485
us-mo-107,0.143031186
us-mo-109,0.10467585
us-mo-111,0.008306845
us-mo-113,0.057238006
us-mo-115,0.016826874
us-mo-117,0.045559215
us-mo-119,0.029549438
us-mo-121,0.004737815
us-mo-123,0.074421957
us-mo-125,0.01246928
us-mo-127,0.016901083
us-mo-129,0.011685049
us-mo-131,0.010913792
us-mo-133,0.033393026
us-mo-135,0.013902529
us-mo-137,0.028750409
us-mo-139,0.006237888
us-mo-141,0.014530733
us-mo-143,0.036648382
us-mo-145,0.0473443
us-mo-147,0.068595598
us-mo-149,0.017282254
us-mo-151,0.029990346
us-mo-153,0.009403417
us-mo-155,0.027812727
us-mo-157,0.007343918
us-mo-159,0.004170097
us-mo-161,0.047720775
us-mo-163,0.051592354
us-mo-165,0.108689298
us-mo-167,0.024669977
us-mo-169,0.011590859
us-mo-171,0.020372011
us-mo-173,0.03208637
us-mo-175,0.031363142
us-mo-177,0.165556176
us-mo-179,0.031181308
us-mo-181,0.02736681
us-mo-183,0.031204418
us-mo-185,0.01686774
us-mo-186,0.050049501
us-mo-187,0.044033239
us-mo-189,0.066097072
us-mo-195,0.159914845
us-mo-197,0.021581638
us-mo-199,0.020714947
us-mo-201,0.028151037
us-mo-203,0.010863825
us-mo-205,0.014345031
us-mo-207,0.023397487
us-mo-209,0.047448249
us-mo-211,0.017602279
us-mo-213,0.023754696
us-mo-215,0.007164352
us-mo-217,0.010666665
us-mo-219,0.002241606
us-mo-221,0.095119216
us-mo-223,0.060187303
us-mo-225,0.003259146
us-mo-227,0.021333991
us-mo-229,0.006351382
us-mo-510,
us-mt-001,0.032839741
us-mt-003,0.040286209
us-mt-005,0.067248426
us-mt-007,0.022708748
us-mt-009,0.033770647
us-mt-011,0.01315593
us-mt-013,0.049610641
us-mt-015,0.045257245
us-mt-017,0.079026191
us-mt-019,0.058168995
us-mt-021,0.078694827
us-mt-023,0.091851776
us-mt-025,0.068524354
us-mt-027,0.052519223
us-mt-029,0.016457364
us-mt-031,0.051700188
us-mt-033,0.020516094
us-mt-035,0.042032945
us-mt-037,0.026698902
us-mt-039,0.044019378
us-mt-041,0.063350307
us-mt-043,0.030485308
us-mt-045,0.044439632
us-mt-047,0.05240438
us-mt-049,0.04948077
us-mt-051,0.017208983
us-mt-053,0.048009209
us-mt-055,0.044995821
us-mt-057,0.041122589
us-mt-059,0.015227496
us-mt-061,0.067337459
us-mt-063,0.040366888
us-mt-065,0.059735762
us-mt-067,0.035829829
us-mt-069,0.05603399
us-mt-071,0.060466107
us-mt-073,0.060460737
us-mt-075,0.04265837
us-mt-077,0.079298394
us-mt-079,0.089397678
us-mt-081,0.022432844
us-mt-083,0.048202753
us-mt-085,0.088794795
us-mt-087,0.059922692
us-mt-089,0.07299765
us-mt-091,0.015840242
us-mt-093,0.056532565
us-mt-095,0.058724053
us-mt-097,0.038297311
us-mt-099,0.053041021
us-mt-101,0.028004641
us-mt-103,0.064979754
us-mt-105,0.03834409
us-mt-107,0.055179373
us-mt-109,0.146657425
us-mt-111,0.03310655
us-ne-001,0.434914527
us-ne-003,0.225693386
us-ne-005,0.137362637
us-ne-007,0.135572139
us-ne-009,0.176656151
us-ne-011,0.279862306
us-ne-013,0.363424045
us-ne-015,0.205017301
us-ne-017,0.180651221
us-ne-019,0.423186142
us-ne-021,0.134009011
us-ne-023,0.087417104
us-ne-025,0.116646375
us-ne-027,0.265497738
us-ne-029,0.176765016
us-ne-031,0.20958948
us-ne-033,0.297495224
us-ne-035,0.287601958
us-ne-037,0.107533377
us-ne-039,0.123001523
us-ne-041,0.226026185
us-ne-043,0.60837713
us-ne-045,0.392954298
us-ne-047,0.430689056
us-ne-049,0.238821138
us-ne-051,0.349494614
us-ne-053,0.157142603
us-ne-055,0.029456834
us-ne-057,0.183105981
us-ne-059,0.379972798
us-ne-061,0.269575613
us-ne-063,0.224774096
us-ne-065,0.244017094
us-ne-067,0.511096736
us-ne-069,0.262790698
us-ne-071,0.223979592
us-ne-073,0.296039604
us-ne-075,0.118518519
us-ne-077,0.313191489
us-ne-079,0.489256573
us-ne-081,0.331734612
us-ne-083,0.252729258
us-ne-085,0.110894942
us-ne-087,0.215599455
us-ne-089,0.201152794
us-ne-091,0.196642686
us-ne-093,0.327989312
us-ne-095,0.433171151
us-ne-097,0.48611776
us-ne-099,0.315533981
us-ne-101,0.268839861
us-ne-103,0.039665971
us-ne-105,0.27549195
us-ne-107,0.312758202
us-ne-109,0.200091115
us-ne-111,0.336215982
us-ne-113,0.152317881
us-ne-115,0.223376623
us-ne-117,0.128919861
us-ne-119,0.067520123
us-ne-121,0.307022175
us-ne-123,0.248528746
us-ne-125,0.308760025
us-ne-127,0.454761152
us-ne-129,0.297278912
us-ne-131,0.15086916
us-ne-133,0.371137905
us-ne-135,0.218900344
us-ne-137,0.241107561
us-ne-139,0.21184573
us-ne-141,0.064790227
us-ne-143,0.084044545
us-ne-145,0.238781431
us-ne-147,0.379763469
us-ne-149,0.182957393
us-ne-151,0.583820093
us-ne-153,0.067757323
us-ne-155,0.10547373
us-ne-157,0.408220996
us-ne-159,0.136866336
us-ne-161,0.207246933
us-ne-163,0.37698665
us-ne-165,0.218070652
us-ne-167,0.067791048
us-ne-169,0.330297398
us-ne-171,0.162849873
us-ne-173,0.166100423
us-ne-175,0.269614512
us-ne-177,0.12899974
us-ne-179,0.397378178
us-ne-181,0.31088993
us-ne-183,0.255913978
us-ne-185,0.356370475
us-nv-001,0.045476665
us-nv-003,0.015796496
us-nv-005,0.080836411
us-nv-007,0.030622919
us-nv-009,0.004517556
us-nv-011,0.015163442
us-nv-013,0.06612537
us-nv-015,0.006130683
us-nv-017,0.030769526
us-nv-019,0.021928585
us-nv-021,0.013763701
us-nv-023,0.048976295
us-nv-027,0.031346576
us-nv-029,0.04269885
us-nv-031,0.08496916
us-nv-033,0.022744535
us-nv-510,
us-nh-001,0.057168085
us-nh-003,0.058874974
us-nh-005,0.01956511
us-nh-007,0.100768928
us-nh-009,0.01455798
us-nh-011,0.012080399
us-nh-013,0.029226705
us-nh-015,0.041119032
us-nh-017,0.053757767
us-nh-019,0.03333619
us-nj-001,0.147022171
us-nj-003,0.045471231
us-nj-005,0.163090289
us-nj-007,0.051289867
us-nj-009,0.137047876
us-nj-011,0.163530809
us-nj-013,0.032141317
us-nj-015,0.015807567
us-nj-017,0.033749983
us-nj-019,0.082131933
us-nj-021,0.090788526
us-nj-023,0.05164306
us-nj-025,0.028048997
us-nj-027,0.154164177
us-nj-029,0.052560395
us-nj-031,0.024322728
us-nj-033,0.125105599
us-nj-035,0.080695353
us-nj-037,0.031508651
us-nj-039,0.048596273
us-nj-041,0.028466661
us-nm-001,0.067840003
us-nm-003,0.063470387
us-nm-005,0.128922505
us-nm-006,0.275647457
us-nm-007,0.1405558
us-nm-009,0.05731921
us-nm-011,0.147644317
us-nm-013,0.118724818
us-nm-015,0.121716229
us-nm-017,0.095864497
us-nm-019,0.340821757
us-nm-021,0.108791904
us-nm-023,0.183853202
us-nm-025,0.155632197
us-nm-027,0.091986613
us-nm-028,0.130529525
us-nm-029,0.152446027
us-nm-031,0.083833859
us-nm-033,0.074533267
us-nm-035,0.131914451
us-nm-037,0.145625026
us-nm-039,0.103654033
us-nm-041,0.078038917
us-nm-043,0.07703418
us-nm-045,0.065324509
us-nm-047,0.075003499
us-nm-049,0.052302457
us-nm-051,0.102292648
us-nm-053,0.247661278
us-nm-055,0.068355453
us-nm-057,0.198558264
us-nm-059,0.088582329
us-nm-061,0.125499069
us-ny-001,0.125260754
us-ny-003,0.007847964
us-ny-005,0.068314847
us-ny-007,0.11281096
us-ny-009,0.060833338
us-ny-011,0.162762998
us-ny-013,0.056479093
us-ny-015,0.024071357
us-ny-017,0.094753822
us-ny-019,0.084420704
us-ny-021,0.079337994
us-ny-023,0.091572481
us-ny-025,0.012444022
us-ny-027,0.045070736
us-ny-029,0.107197206
us-ny-031,0.106730269
us-ny-033,0.079502791
us-ny-035,0.099777832
us-ny-037,0.030895304
us-ny-039,0.026590565
us-ny-041,0.080979815
us-ny-043,0.175678637
us-ny-045,0.195497635
us-ny-047,0.09810736
us-ny-049,0.121877931
us-ny-051,0.068672307
us-ny-053,0.077606163
us-ny-055,0.041987722
us-ny-057,0.2185021
us-ny-059,0.034921807
us-ny-061,0.071985703
us-ny-063,0.06559895
us-ny-065,0.110037465
us-ny-067,0.214295973
us-ny-069,0.095404107
us-ny-071,0.140609771
us-ny-073,0.020639331
us-ny-075,0.038113453
us-ny-077,0.013957103
us-ny-079,0.117923645
us-ny-081,0.059371005
us-ny-083,0.075955654
us-ny-085,0.102171269
us-ny-087,0.506804499
us-ny-089,0.140817975
us-ny-091,0.009788566
us-ny-093,0.181669357
us-ny-095,0.024633243
us-ny-097,0.023260578
us-ny-099,0.026104855
us-ny-101,0.01579663
us-ny-103,0.032932284
us-ny-105,0.044674725
us-ny-107,0.012634505
us-ny-109,0.026346054
us-ny-111,0.009004601
us-ny-113,0.194751135
us-ny-115,0.150062303
us-ny-117,0.075619565
us-ny-119,0.284624089
us-ny-121,0.031877894
us-ny-123,0.050926185
us-nc-001,0.03670286
us-nc-003,0.024069611
us-nc-005,0.021218277
us-nc-007,0.01449519
us-nc-009,0.032896816
us-nc-011,0.019585608
us-nc-013,0.096985938
us-nc-015,0.082385884
us-nc-017,0.011776942
us-nc-019,0.046057673
us-nc-021,0.046297532
us-nc-023,0.025153169
us-nc-025,0.048875216
us-nc-027,0.026994188
us-nc-029,0.053698723
us-nc-031,0.09330659
us-nc-033,0.029369269
us-nc-035,0.037861047
us-nc-037,0.041150574
us-nc-039,0.041151994
us-nc-041,0.062362093
us-nc-043,0.038469765
us-nc-045,0.026332618
us-nc-047,0.020501478
us-nc-049,0.092075938
us-nc-051,0.032895268
us-nc-053,0.064109472
us-nc-055,0.096137705
us-nc-057,0.028825521
us-nc-059,0.074562666
us-nc-061,0.010436868
us-nc-063,0.024124937
us-nc-065,0.04968699
us-nc-067,0.041601029
us-nc-069,0.029389235
us-nc-071,0.036482142
us-nc-073,0.081222165
us-nc-075,0.046697872
us-nc-077,0.040473228
us-nc-079,0.085157861
us-nc-081,0.051293767
us-nc-083,0.060007068
us-nc-085,0.024650159
us-nc-087,0.029362064
us-nc-089,0.043521058
us-nc-091,0.054288647
us-nc-093,0.031554197
us-nc-095,0.139147239
us-nc-097,0.030335017
us-nc-099,0.03564872
us-nc-101,0.035604202
us-nc-103,0.086257847
us-nc-105,0.027855178
us-nc-107,0.070813579
us-nc-109,0.030815247
us-nc-111,0.020907757
us-nc-113,0.032331869
us-nc-115,0.026773159
us-nc-117,0.093323401
us-nc-119,0.065860592
us-nc-121,0.020704799
us-nc-123,0.012538239
us-nc-125,0.050856263
us-nc-127,0.021769697
us-nc-129,0.058564336
us-nc-131,0.057456571
us-nc-133,0.071294351
us-nc-135,0.038692111
us-nc-137,0.084930836
us-nc-139,0.052129526
us-nc-141,0.029944458
us-nc-143,0.062836794
us-nc-145,0.025547962
us-nc-147,0.081779564
us-nc-149,0.097869766
us-nc-151,0.030126523
us-nc-153,0.011721017
us-nc-155,0.057227526
us-nc-157,0.027356527
us-nc-159,0.025401075
us-nc-161,0.015280462
us-nc-163,0.033437444
us-nc-165,0.01529799
us-nc-167,0.021407755
us-nc-169,0.056144195
us-nc-171,0.027988464
us-nc-173,0.060527759
us-nc-175,0.03657545
us-nc-177,0.123916363
us-nc-179,0.054940554
us-nc-181,0.049596173
us-nc-183,0.052425245
us-nc-185,0.045929999
us-nc-187,0.084627884
us-nc-189,0.052636291
us-nc-191,0.031622884
us-nc-193,0.039755302
us-nc-195,0.028667009
us-nc-197,0.03089949
us-nc-199,0.033480511
us-nd-001,0.107628558
us-nd-003,0.056210039
us-nd-005,0.065390353
us-nd-007,0.031391185
us-nd-009,0.07946136
us-nd-011,0.049778633
us-nd-013,0.03434254
us-nd-015,0.057056963
us-nd-017,0.122976843
us-nd-019,0.114087523
us-nd-021,0.067658853
us-nd-023,0.073572041
us-nd-025,0.010094927
us-nd-027,0.053348833
us-nd-029,0.021588278
us-nd-031,0.081851572
us-nd-033,0.020587793
us-nd-035,0.128512691
us-nd-037,0.062154327
us-nd-039,0.05902576
us-nd-041,0.059859918
us-nd-043,0.048328488
us-nd-045,0.052940601
us-nd-047,0.029652336
us-nd-049,0.07043671
us-nd-051,0.062619309
us-nd-053,0.010264577
us-nd-055,0.027925093
us-nd-057,0.017653209
us-nd-059,0.042246247
us-nd-061,0.0169569
us-nd-063,0.105491547
us-nd-065,0.01474495
us-nd-067,0.073898327
us-nd-069,0.133840573
us-nd-071,0.118503849
us-nd-073,0.100427112
us-nd-075,0.086256956
us-nd-077,0.044145513
us-nd-079,0.057410781
us-nd-081,0.060340511
us-nd-083,0.049320058
us-nd-085,0.099463841
us-nd-087,0.006036731
us-nd-089,0.040719646
us-nd-091,0.145094898
us-nd-093,0.062158584
us-nd-095,0.106835405
us-nd-097,0.109698993
us-nd-099,0.140933226
us-nd-101,0.08887817
us-nd-103,0.085613281
us-nd-105,0.021585052
us-oh-001,0.027507404
us-oh-003,0.058318137
us-oh-005,0.082941605
us-oh-007,0.040378992
us-oh-009,0.049814459
us-oh-011,0.041065025
us-oh-013,0.023299765
us-oh-015,0.034681152
us-oh-017,0.069891899
us-oh-019,0.035348584
us-oh-021,0.062421788
us-oh-023,0.039274246
us-oh-025,0.117542865
us-oh-027,0.062215213
us-oh-029,0.039126029
us-oh-031,0.030916904
us-oh-033,0.02635204
us-oh-035,0.051712102
us-oh-037,0.020625563
us-oh-039,0.121542686
us-oh-041,0.243408927
us-oh-043,0.159658803
us-oh-045,0.120422922
us-oh-047,0.054585621
us-oh-049,0.12800294
us-oh-051,0.139897649
us-oh-053,0.027914883
us-oh-055,0.151415119
us-oh-057,0.16223232
us-oh-059,0.04674108
us-oh-061,0.144640436
us-oh-063,0.141578146
us-oh-065,0.064348103
us-oh-067,0.041633732
us-oh-069,0.157247422
us-oh-071,0.034795234
us-oh-073,0.034699737
us-oh-075,0.091322828
us-oh-077,0.009813283
us-oh-079,0.030982105
us-oh-081,0.028756885
us-oh-083,0.049563706
us-oh-085,0.110431193
us-oh-087,0.022396508
us-oh-089,0.137166949
us-oh-091,0.06025134
us-oh-093,0.021524309
us-oh-095,0.0429084
us-oh-097,0.13763871
us-oh-099,0.165397259
us-oh-101,0.042218535
us-oh-103,0.095900124
us-oh-105,0.026618983
us-oh-107,0.027068295
us-oh-109,0.074741101
us-oh-111,0.104771193
us-oh-113,0.196648119
us-oh-115,0.056207267
us-oh-117,0.065327685
us-oh-119,0.092856463
us-oh-121,0.025338713
us-oh-123,0.03661377
us-oh-125,0.042503699
us-oh-127,0.046489322
us-oh-129,0.092038164
us-oh-131,0.077011525
us-oh-133,0.061898167
us-oh-135,0.019225514
us-oh-137,0.084107814
us-oh-139,0.010704486
us-oh-141,0.056608274
us-oh-143,0.044284585
us-oh-145,0.028358489
us-oh-147,0.059285312
us-oh-149,0.049172897
us-oh-151,0.054756682
us-oh-153,0.030698775
us-oh-155,0.2623804
us-oh-157,0.054389448
us-oh-159,0.101201784
us-oh-161,0.061738672
us-oh-163,0.043203747
us-oh-165,0.086847659
us-oh-167,0.056356555
us-oh-169,0.095030536
us-oh-171,0.113426561
us-oh-173,0.179147012
us-oh-175,0.115792152
us-ok-001,0.062717047
us-ok-003,0.039314813
us-ok-005,0.063168891
us-ok-007,0.0232405
us-ok-009,0.030973459
us-ok-011,0.057377274
us-ok-013,0.041838396
us-ok-015,0.048231286
us-ok-017,0.056712933
us-ok-019,0.006900994
us-ok-021,0.016714136
us-ok-023,0.083460269
us-ok-025,0.035058094
us-ok-027,0.071025725
us-ok-029,0.130534887
us-ok-031,0.088029037
us-ok-033,0.029621954
us-ok-035,0.021955679
us-ok-037,0.030536659
us-ok-039,0.077347444
us-ok-041,0.012898556
us-ok-043,0.023259336
us-ok-045,0.021256896
us-ok-047,0.059448058
us-ok-049,0.010201196
us-ok-051,0.017813585
us-ok-053,0.03246065
us-ok-055,0.038051847
us-ok-057,0.063127
us-ok-059,0.028622511
us-ok-061,0.066316761
us-ok-063,0.114370537
us-ok-065,0.043399708
us-ok-067,0.007225503
us-ok-069,0.095955699
us-ok-071,0.046321958
us-ok-073,0.048624022
us-ok-075,0.069958199
us-ok-077,0.057496019
us-ok-079,0.098931019
us-ok-081,0.041356494
us-ok-083,0.055414068
us-ok-085,0.00516586
us-ok-087,0.01914343
us-ok-089,0.08552753
us-ok-091,0.014978831
us-ok-093,0.035045267
us-ok-095,0.054068565
us-ok-097,0.006770981
us-ok-099,0.035763873
us-ok-101,0.02482494
us-ok-103,0.053533187
us-ok-105,0.009295981
us-ok-107,0.026549431
us-ok-109,0.061504407
us-ok-111,0.020787213
us-ok-113,0.025524866
us-ok-115,0.062139788
us-ok-117,0.030580606
us-ok-119,0.098962959
us-ok-121,0.033606723
us-ok-123,0.050972905
us-ok-125,0.006030316
us-ok-127,0.063885154
us-ok-129,0.022873116
us-ok-131,0.012783332
us-ok-133,0.059449136
us-ok-135,0.069407174
us-ok-137,0.019817035
us-ok-139,0.046506637
us-ok-141,0.073570629
us-ok-143,0.593876238
us-ok-145,0.372412141
us-ok-147,0.40150288
us-ok-149,0.039448117
us-ok-151,0.058728323
us-ok-153,0.044923378
us-or-001,0.124619645
us-or-003,0.041946165
us-or-005,0.144453173
us-or-007,0.095623111
us-or-009,0.086623612
us-or-011,0.156172425
us-or-013,0.147557487
us-or-015,0.122333386
us-or-017,0.252975788
us-or-019,0.193325404
us-or-021,0.255812824
us-or-023,0.11308411
us-or-025,0.090676854
us-or-027,0.248347386
us-or-029,0.207534349
us-or-031,0.208433155
us-or-033,0.095205537
us-or-035,0.170071988
us-or-037,0.102411334
us-or-039,0.084448399
us-or-041,0.092392384
us-or-043,0.115455541
us-or-045,0.113145039
us-or-047,0.043101777
us-or-049,0.187121015
us-or-051,0.165700405
us-or-053,0.049190199
us-or-055,0.17742003
us-or-057,0.113010218
us-or-059,0.186609318
us-or-061,0.179489904
us-or-063,0.152892772
us-or-065,0.24795147
us-or-067,0.070257671
us-or-069,0.157874389
us-or-071,0.059028338
us-pa-001,0.075568168
us-pa-003,0.110595338
us-pa-005,0.370769815
us-pa-007,0.023131129
us-pa-009,0.320882536
us-pa-011,0.041168792
us-pa-013,0.142533524
us-pa-015,0.053921955
us-pa-017,0.071909561
us-pa-019,0.483512068
us-pa-021,0.037667929
us-pa-023,0.029093255
us-pa-025,0.087008399
us-pa-027,0.111030026
us-pa-029,0.148348226
us-pa-031,0.118796067
us-pa-033,0.02501434
us-pa-035,0.05332119
us-pa-037,0.039478366
us-pa-039,0.449017439
us-pa-041,0.100737934
us-pa-043,0.070721566
us-pa-045,0.148135193
us-pa-047,0.03066424
us-pa-049,0.412997365
us-pa-051,0.037222713
us-pa-053,0.032856287
us-pa-055,0.087099134
us-pa-057,0.204028048
us-pa-059,0.209926034
us-pa-061,0.021556322
us-pa-063,0.19288824
us-pa-065,0.031838947
us-pa-067,0.029891286
us-pa-069,0.146529162
us-pa-071,0.036318784
us-pa-073,0.419814005
us-pa-075,0.043621009
us-pa-077,0.119218709
us-pa-079,0.052736749
us-pa-081,0.036803976
us-pa-083,0.061487654
us-pa-085,0.576028982
us-pa-087,0.037376402
us-pa-089,0.022981501
us-pa-091,0.07353287
us-pa-093,0.044143147
us-pa-095,0.050273166
us-pa-097,0.026194339
us-pa-099,0.041159857
us-pa-101,0.099727786
us-pa-103,0.033385818
us-pa-105,0.043908438
us-pa-107,0.133489966
us-pa-109,0.042660076
us-pa-111,0.018405056
us-pa-113,0.021524964
us-pa-115,0.051133849
us-pa-117,0.046785721
