,name,code,split_index
502,"Union County, GA",us-ga-291,0.2646522423940976
503,"Upson County, GA",us-ga-293,0.030923613677182077
504,"Walker County, GA",us-ga-295,0.2969402237435298
505,"Walton County, GA",us-ga-297,0.337092731829574
506,"Ware County, GA",us-ga-299,0.44246552856204857
507,"Warren County, GA",us-ga-301,0.856898029134533
508,"Washington County, GA",us-ga-303,0.7578300437300555
509,"Wayne County, GA",us-ga-305,0.31503889369057914
510,"Webster County, GA",us-ga-307,0.14711911425344928
511,"Wheeler County, GA",us-ga-309,0.038465084798964155
512,"White County, GA",us-ga-311,0.2452000338323606
513,"Whitfield County, GA",us-ga-313,0.4269521821384304
514,"Wilcox County, GA",us-ga-315,0.05815223992196428
515,"Wilkes County, GA",us-ga-317,0.6326348640213999
516,"Wilkinson County, GA",us-ga-319,0.043755520167361533
517,"Worth County, GA",us-ga-321,0.025858748348084146
518,"Hawaii County, HI",us-hi-001,0.17689854588619794
519,"Honolulu County, HI",us-hi-003,0.1557082797638638
520,"Kauai County, HI",us-hi-007,0.21867985733725162
521,"Maui County, HI",us-hi-009,0.17393077254370107
522,"Ada County, ID",us-id-001,0.10166611770368078
523,"Adams County, ID",us-id-003,0.0500762157160205
524,"Bannock County, ID",us-id-005,0.08300501525539433
525,"Bear Lake County, ID",us-id-007,0.07404705499161107
526,"Benewah County, ID",us-id-009,0.044827075735568156
527,"Bingham County, ID",us-id-011,0.05444606946983539
528,"Blaine County, ID",us-id-013,0.1745895807232648
529,"Boise County, ID",us-id-015,0.06131442248198396
530,"Bonner County, ID",us-id-017,0.05743715456524623
531,"Bonneville County, ID",us-id-019,0.10752555348318847
532,"Boundary County, ID",us-id-021,0.06327724408295819
533,"Butte County, ID",us-id-023,0.030105212816834134
534,"Camas County, ID",us-id-025,0.03544444120306889
535,"Canyon County, ID",us-id-027,0.08347534437310349
536,"Caribou County, ID",us-id-029,0.06414660242302542
537,"Cassia County, ID",us-id-031,0.03438043127855803
538,"Clark County, ID",us-id-033,0.05717493079562705
539,"Clearwater County, ID",us-id-035,0.047510955276206884
540,"Custer County, ID",us-id-037,0.03992004155967867
541,"Elmore County, ID",us-id-039,0.025412165858999247
542,"Franklin County, ID",us-id-041,0.14351027814010917
543,"Fremont County, ID",us-id-043,0.058252187573225304
544,"Gem County, ID",us-id-045,0.050186248341162684
545,"Gooding County, ID",us-id-047,0.01668855227782265
546,"Idaho County, ID",us-id-049,0.04011677680811447
547,"Jefferson County, ID",us-id-051,0.0539745586257335
548,"Jerome County, ID",us-id-053,0.01600284195159833
549,"Kootenai County, ID",us-id-055,0.06227960518077033
550,"Latah County, ID",us-id-057,0.1275931705706891
551,"Lemhi County, ID",us-id-059,0.002551062632415238
552,"Lewis County, ID",us-id-061,0.04158335606339114
553,"Lincoln County, ID",us-id-063,0.03225172152586972
554,"Madison County, ID",us-id-065,0.25860076648213703
555,"Minidoka County, ID",us-id-067,0.0068489644891876755
556,"Nez Perce County, ID",us-id-069,0.06304539590396085
557,"Oneida County, ID",us-id-071,0.0797109449704652
558,"Owyhee County, ID",us-id-073,0.03819087866480747
559,"Payette County, ID",us-id-075,0.04815379607712668
560,"Power County, ID",us-id-077,0.07573799507911949
561,"Shoshone County, ID",us-id-079,0.06586444136242867
562,"Teton County, ID",us-id-081,0.09108069973046237
563,"Twin Falls County, ID",us-id-083,0.019666389657440775
564,"Valley County, ID",us-id-085,0.05976837750016037
565,"Washington County, ID",us-id-087,0.046843720653244394
566,"Adams County, IL",us-il-001,0.0443276970548013
567,"Alexander County, IL",us-il-003,0.009844912850994092
568,"Bond County, IL",us-il-005,0.3409343660103932
569,"Boone County, IL",us-il-007,0.6610467101113174
570,"Brown County, IL",us-il-009,0.06852601047283115
571,"Bureau County, IL",us-il-011,0.6215489346224807
572,"Calhoun County, IL",us-il-013,0.027699434708973625
573,"Carroll County, IL",us-il-015,0.24190796654801797
574,"Cass County, IL",us-il-017,0.11090146811711624
575,"Champaign County, IL",us-il-019,0.24588145051238042
576,"Christian County, IL",us-il-021,0.1552469878234945
577,"Clark County, IL",us-il-023,0.40924571140262367
578,"Clay County, IL",us-il-025,0.2896062992125984
579,"Clinton County, IL",us-il-027,0.4006831620644124
580,"Coles County, IL",us-il-029,0.5724054338379911
581,"Cook County, IL",us-il-031,0.026343348662221155
582,"Crawford County, IL",us-il-033,0.39493583868011006
583,"Cumberland County, IL",us-il-035,0.33707562421411896
584,"DeKalb County, IL",us-il-037,0.5229826834002366
585,"De Witt County, IL",us-il-039,0.12368696471404132
586,"Douglas County, IL",us-il-041,0.4217774513404333
587,"DuPage County, IL",us-il-043,0.15875489599454745
588,"Edgar County, IL",us-il-045,0.39686269528769214
589,"Edwards County, IL",us-il-047,0.23483716761278753
590,"Effingham County, IL",us-il-049,0.31322051223806013
591,"Fayette County, IL",us-il-051,0.3257694314032342
592,"Ford County, IL",us-il-053,0.41010006253908693
593,"Franklin County, IL",us-il-055,0.08624992297936152
594,"Fulton County, IL",us-il-057,0.27583951068384044
595,"Gallatin County, IL",us-il-059,0.40395271518285925
596,"Greene County, IL",us-il-061,0.033064856929415035
597,"Grundy County, IL",us-il-063,0.5943438644021433
598,"Hamilton County, IL",us-il-065,0.32669227076332213
599,"Hancock County, IL",us-il-067,0.05911518692752621
600,"Hardin County, IL",us-il-069,0.3282122905027933
601,"Henderson County, IL",us-il-071,0.22882533594814813
602,"Henry County, IL",us-il-073,0.18198933181719557
603,"Iroquois County, IL",us-il-075,0.34908180189283866
604,"Jackson County, IL",us-il-077,0.12780359005708028
605,"Jasper County, IL",us-il-079,0.31600467289719625
606,"Jefferson County, IL",us-il-081,0.02078313537550297
607,"Jersey County, IL",us-il-083,0.038940577782818606
608,"Jo Daviess County, IL",us-il-085,0.1185643614156355
609,"Johnson County, IL",us-il-087,0.3302676958449663
610,"Kane County, IL",us-il-089,0.11362756223901416
611,"Kankakee County, IL",us-il-091,0.039466951349611895
612,"Kendall County, IL",us-il-093,0.09078655078261594
613,"Knox County, IL",us-il-095,0.11992611144095294
614,"Lake County, IL",us-il-097,0.18013621141261363
615,"LaSalle County, IL",us-il-099,0.6594508583581371
616,"Lawrence County, IL",us-il-101,0.36396455530029537
617,"Lee County, IL",us-il-103,0.6218315116374757
618,"Livingston County, IL",us-il-105,0.46245582647563105
619,"Logan County, IL",us-il-107,0.16045319712676737
620,"McDonough County, IL",us-il-109,0.11796439279777526
621,"McHenry County, IL",us-il-111,0.11577828088992537
622,"McLean County, IL",us-il-113,0.18284471368606386
623,"Macon County, IL",us-il-115,0.1268689371809999
624,"Macoupin County, IL",us-il-117,0.04001869177124345
625,"Madison County, IL",us-il-119,0.10245778832815353
626,"Marion County, IL",us-il-121,0.4333782359142555
627,"Marshall County, IL",us-il-123,0.14402092379036846
628,"Mason County, IL",us-il-125,0.12338638383979061
629,"Massac County, IL",us-il-127,0.3914409696244202
630,"Menard County, IL",us-il-129,0.17269410546895514
631,"Mercer County, IL",us-il-131,0.19907538627215704
632,"Monroe County, IL",us-il-133,0.018173293280624142
633,"Montgomery County, IL",us-il-135,0.05489380254005263
634,"Morgan County, IL",us-il-137,0.18756193191614007
635,"Moultrie County, IL",us-il-139,0.40880152793251634
636,"Ogle County, IL",us-il-141,0.5718899687255122
637,"Peoria County, IL",us-il-143,0.07921795935281517
638,"Perry County, IL",us-il-145,0.019692476865392064
639,"Piatt County, IL",us-il-147,0.1813296519793718
640,"Pike County, IL",us-il-149,0.031050564098745237
641,"Pope County, IL",us-il-151,0.30415499533146595
642,"Pulaski County, IL",us-il-153,0.05544945203538551
643,"Putnam County, IL",us-il-155,0.6163612986178079
644,"Randolph County, IL",us-il-157,0.08046523573981917
645,"Richland County, IL",us-il-159,0.35619469026548667
646,"Rock Island County, IL",us-il-161,0.09921284386202678
647,"St. Clair County, IL",us-il-163,0.011690503435256905
648,"Saline County, IL",us-il-165,0.38598032326071674
649,"Sangamon County, IL",us-il-167,0.18811017214674414
650,"Schuyler County, IL",us-il-169,0.09280149674886518
651,"Scott County, IL",us-il-171,0.05852624731911729
652,"Shelby County, IL",us-il-173,0.3564940962761126
653,"Stark County, IL",us-il-175,0.24867548149493213
654,"Stephenson County, IL",us-il-177,0.13167264821045346
655,"Tazewell County, IL",us-il-179,0.06605949127925168
656,"Union County, IL",us-il-181,0.04426397423433584
657,"Vermilion County, IL",us-il-183,0.5398266274124959
658,"Wabash County, IL",us-il-185,0.3646595900439239
659,"Warren County, IL",us-il-187,0.17589041314231982
660,"Washington County, IL",us-il-189,0.3473811767873974
661,"Wayne County, IL",us-il-191,0.22007020941774602
662,"White County, IL",us-il-193,0.32733469665985004
663,"Whiteside County, IL",us-il-195,0.15619423936559015
664,"Will County, IL",us-il-197,0.027014901254271972
665,"Williamson County, IL",us-il-199,0.017509799148409916
666,"Winnebago County, IL",us-il-201,0.4542037115106786
667,"Woodford County, IL",us-il-203,0.10926127532582638
668,"Adams County, IN",us-in-001,0.05138434838977074
669,"Allen County, IN",us-in-003,0.12770336700886994
670,"Bartholomew County, IN",us-in-005,0.06785115182297369
671,"Benton County, IN",us-in-007,0.007312914804583695
672,"Blackford County, IN",us-in-009,0.036361476485508526
673,"Boone County, IN",us-in-011,0.09202779531879646
674,"Brown County, IN",us-in-013,0.10324779329217929
675,"Carroll County, IN",us-in-015,0.022819694725023792
676,"Cass County, IN",us-in-017,0.023581931137455492
677,"Clark County, IN",us-in-019,0.10548534314043842
678,"Clay County, IN",us-in-021,0.05341386794085502
679,"Clinton County, IN",us-in-023,0.02862634071265993
680,"Crawford County, IN",us-in-025,0.18769235646156993
681,"Daviess County, IN",us-in-027,0.015212517279068277
682,"Dearborn County, IN",us-in-029,0.008075919453269284
683,"Decatur County, IN",us-in-031,0.06527979847631746
684,"DeKalb County, IN",us-in-033,0.04531967064710882
685,"Delaware County, IN",us-in-035,0.023689820833501823
686,"Dubois County, IN",us-in-037,0.01228916555943596
687,"Elkhart County, IN",us-in-039,0.03485497230057133
688,"Fayette County, IN",us-in-041,0.04829423866612681
689,"Floyd County, IN",us-in-043,0.07926959215588805
690,"Fountain County, IN",us-in-045,0.0659505995584479
691,"Franklin County, IN",us-in-047,0.010465432732603391
692,"Fulton County, IN",us-in-049,0.043884338896396105
693,"Gibson County, IN",us-in-051,0.022361844402095377
694,"Grant County, IN",us-in-053,0.01815635182196257
695,"Greene County, IN",us-in-055,0.0589473119635997
696,"Hamilton County, IN",us-in-057,0.1508175240899649
697,"Hancock County, IN",us-in-059,0.05775985205010964
698,"Harrison County, IN",us-in-061,0.16357152720958393
699,"Hendricks County, IN",us-in-063,0.060940035973537116
700,"Henry County, IN",us-in-065,0.03468471782769697
701,"Howard County, IN",us-in-067,0.04656051087311802
702,"Huntington County, IN",us-in-069,0.061465181303071076
703,"Jackson County, IN",us-in-071,0.16165322706994728
704,"Jasper County, IN",us-in-073,0.048456969275177494
705,"Jay County, IN",us-in-075,0.008586784925516816
706,"Jefferson County, IN",us-in-077,0.027840914405019374
707,"Jennings County, IN",us-in-079,0.03666995622650329
708,"Johnson County, IN",us-in-081,0.06749221060990726
709,"Knox County, IN",us-in-083,0.04111928942298504
710,"Kosciusko County, IN",us-in-085,0.03503681219988415
711,"LaGrange County, IN",us-in-087,0.020310365591726054
712,"Lake County, IN",us-in-089,0.50247039613197
713,"LaPorte County, IN",us-in-091,0.26996210029436785
714,"Lawrence County, IN",us-in-093,0.135830926356311
715,"Madison County, IN",us-in-095,0.013327863349392483
716,"Marion County, IN",us-in-097,0.03683845641054201
717,"Marshall County, IN",us-in-099,0.014164966817891061
718,"Martin County, IN",us-in-101,0.06602090313908844
719,"Miami County, IN",us-in-103,0.022422684363386056
720,"Monroe County, IN",us-in-105,0.03695287179983442
721,"Montgomery County, IN",us-in-107,0.059007359171722076
722,"Morgan County, IN",us-in-109,0.06967765256707441
723,"Newton County, IN",us-in-111,0.06445666699297235
724,"Noble County, IN",us-in-113,0.04201341739915443
725,"Ohio County, IN",us-in-115,0.027154159848044604
726,"Orange County, IN",us-in-117,0.18662955169302825
727,"Owen County, IN",us-in-119,0.051845473985813004
728,"Parke County, IN",us-in-121,0.041543621963001987
729,"Perry County, IN",us-in-123,0.028242731489687978
730,"Pike County, IN",us-in-125,0.09116649807813666
731,"Porter County, IN",us-in-127,0.6715327432514546
732,"Posey County, IN",us-in-129,0.0026998968587057526
733,"Pulaski County, IN",us-in-131,0.010515183167985304
734,"Putnam County, IN",us-in-133,0.002218210602172796
735,"Randolph County, IN",us-in-135,0.007830227463069078
736,"Ripley County, IN",us-in-137,0.018580273286711108
737,"Rush County, IN",us-in-139,0.03742862099266764
738,"St. Joseph County, IN",us-in-141,0.011376874317612667
739,"Scott County, IN",us-in-143,0.18882218569507955
740,"Shelby County, IN",us-in-145,0.07638397390959442
741,"Spencer County, IN",us-in-147,0.013244422194977568
742,"Starke County, IN",us-in-149,0.06034977486459603
743,"Steuben County, IN",us-in-151,0.07354997970129104
744,"Sullivan County, IN",us-in-153,0.1900858988148849
745,"Switzerland County, IN",us-in-155,0.05526224560474988
746,"Tippecanoe County, IN",us-in-157,0.03785117448723521
747,"Tipton County, IN",us-in-159,0.001414915907886019
748,"Union County, IN",us-in-161,0.01578696762034107
749,"Vanderburgh County, IN",us-in-163,0.04813209281439135
750,"Vermillion County, IN",us-in-165,0.11955785947723757
751,"Vigo County, IN",us-in-167,0.032535139067092295
752,"Wabash County, IN",us-in-169,0.010421666848140776
753,"Warren County, IN",us-in-171,0.06177098456110769
754,"Warrick County, IN",us-in-173,0.027109204992435465
755,"Washington County, IN",us-in-175,0.1972781780633588
756,"Wayne County, IN",us-in-177,0.0267086591545852
757,"Wells County, IN",us-in-179,0.03403985158993528
758,"White County, IN",us-in-181,0.0016799938123505387
759,"Whitley County, IN",us-in-183,0.07805647747774191
760,"Adair County, IA",us-ia-001,0.045375986516763236
761,"Adams County, IA",us-ia-003,0.03955592900532677
762,"Allamakee County, IA",us-ia-005,0.02112764215898691
763,"Appanoose County, IA",us-ia-007,0.1934420827501109
764,"Audubon County, IA",us-ia-009,0.058265720729173576
765,"Benton County, IA",us-ia-011,0.01621396850217935
766,"Black Hawk County, IA",us-ia-013,0.05250698560507
767,"Boone County, IA",us-ia-015,0.03328801097306172
768,"Bremer County, IA",us-ia-017,0.051954138262960525
769,"Buchanan County, IA",us-ia-019,0.02675295288798407
770,"Buena Vista County, IA",us-ia-021,0.0625507816478437
771,"Butler County, IA",us-ia-023,0.012897438716230086
772,"Calhoun County, IA",us-ia-025,0.04880551620596127
773,"Carroll County, IA",us-ia-027,0.06026250781667511
774,"Cass County, IA",us-ia-029,0.03691514699502296
775,"Cedar County, IA",us-ia-031,0.13586055018267565
776,"Cerro Gordo County, IA",us-ia-033,0.017379341020615946
777,"Cherokee County, IA",us-ia-035,0.09628435697319307
778,"Chickasaw County, IA",us-ia-037,
779,"Clarke County, IA",us-ia-039,0.160003572160175
780,"Clay County, IA",us-ia-041,
781,"Clayton County, IA",us-ia-043,0.015476237887543237
782,"Clinton County, IA",us-ia-045,0.09348545752373724
783,"Crawford County, IA",us-ia-047,
784,"Dallas County, IA",us-ia-049,0.11843284669528706
785,"Davis County, IA",us-ia-051,0.30639409760127667
786,"Decatur County, IA",us-ia-053,0.15663412660756368
787,"Delaware County, IA",us-ia-055,0.03131344494156485
788,"Des Moines County, IA",us-ia-057,0.12851913211266683
789,"Dickinson County, IA",us-ia-059,
790,"Dubuque County, IA",us-ia-061,0.0666349670199157
791,"Emmet County, IA",us-ia-063,0.07387265642052099
792,"Fayette County, IA",us-ia-065,
793,"Floyd County, IA",us-ia-067,0.028032106608208956
794,"Franklin County, IA",us-ia-069,0.032290966585672765
795,"Fremont County, IA",us-ia-071,0.04793476733711649
796,"Greene County, IA",us-ia-073,0.049431076339347235
797,"Grundy County, IA",us-ia-075,0.03957260948053415
798,"Guthrie County, IA",us-ia-077,0.03796372824591829
799,"Hamilton County, IA",us-ia-079,0.01029735821638833
800,"Hancock County, IA",us-ia-081,0.055556880940673986
801,"Hardin County, IA",us-ia-083,0.021351605711208477
802,"Harrison County, IA",us-ia-085,
803,"Henry County, IA",us-ia-087,0.16638650965994314
804,"Howard County, IA",us-ia-089,
805,"Humboldt County, IA",us-ia-091,
806,"Ida County, IA",us-ia-093,
807,"Iowa County, IA",us-ia-095,
808,"Jackson County, IA",us-ia-097,
809,"Jasper County, IA",us-ia-099,
810,"Jefferson County, IA",us-ia-101,
811,"Johnson County, IA",us-ia-103,
812,"Jones County, IA",us-ia-105,0.022431636761359147
813,"Keokuk County, IA",us-ia-107,
814,"Kossuth County, IA",us-ia-109,
815,"Lee County, IA",us-ia-111,0.17643100127601125
816,"Linn County, IA",us-ia-113,0.05862030433395929
817,"Louisa County, IA",us-ia-115,0.14302270032251
818,"Lucas County, IA",us-ia-117,0.1272091467093048
819,"Lyon County, IA",us-ia-119,0.03974035958168466
820,"Madison County, IA",us-ia-121,0.05271162009196084
821,"Mahaska County, IA",us-ia-123,0.11954703791004438
822,"Marion County, IA",us-ia-125,0.07399543395406727
823,"Marshall County, IA",us-ia-127,0.023675519031538916
824,"Mills County, IA",us-ia-129,0.03155609393567538
825,"Mitchell County, IA",us-ia-131,0.02461138445428146
826,"Monona County, IA",us-ia-133,0.08622258453921389
827,"Monroe County, IA",us-ia-135,0.2816557073564514
828,"Montgomery County, IA",us-ia-137,0.04067910735197057
829,"Muscatine County, IA",us-ia-139,0.08385650556522403
830,"O'Brien County, IA",us-ia-141,0.08621259554060576
831,"Osceola County, IA",us-ia-143,0.07802823101283303
832,"Page County, IA",us-ia-145,0.04218362903716491
833,"Palo Alto County, IA",us-ia-147,0.08138018018179
834,"Plymouth County, IA",us-ia-149,0.0655763294499797
835,"Pocahontas County, IA",us-ia-151,0.04005852181889144
836,"Polk County, IA",us-ia-153,0.07885911779942179
837,"Pottawattamie County, IA",us-ia-155,
838,"Poweshiek County, IA",us-ia-157,0.00911818740452447
839,"Ringgold County, IA",us-ia-159,0.03291430324911307
840,"Sac County, IA",us-ia-161,0.07551623964889267
841,"Scott County, IA",us-ia-163,0.027364444119376025
842,"Shelby County, IA",us-ia-165,
843,"Sioux County, IA",us-ia-167,
844,"Story County, IA",us-ia-169,
845,"Tama County, IA",us-ia-171,0.016685638622744275
846,"Taylor County, IA",us-ia-173,0.036735375330478534
847,"Union County, IA",us-ia-175,0.023653169516790168
848,"Van Buren County, IA",us-ia-177,
849,"Wapello County, IA",us-ia-179,
850,"Warren County, IA",us-ia-181,0.035487124755856386
851,"Washington County, IA",us-ia-183,
852,"Wayne County, IA",us-ia-185,
853,"Webster County, IA",us-ia-187,
854,"Winnebago County, IA",us-ia-189,0.03581481202516523
855,"Winneshiek County, IA",us-ia-191,0.03964638738748949
856,"Woodbury County, IA",us-ia-193,0.04979315046486585
857,"Worth County, IA",us-ia-195,0.007134794996394522
858,"Wright County, IA",us-ia-197,0.03582348017422421
859,"Allen County, KS",us-ks-001,
860,"Anderson County, KS",us-ks-003,
861,"Atchison County, KS",us-ks-005,
862,"Barber County, KS",us-ks-007,
863,"Barton County, KS",us-ks-009,
864,"Bourbon County, KS",us-ks-011,
865,"Brown County, KS",us-ks-013,
866,"Butler County, KS",us-ks-015,
867,"Chase County, KS",us-ks-017,
868,"Chautauqua County, KS",us-ks-019,
869,"Cherokee County, KS",us-ks-021,
870,"Cheyenne County, KS",us-ks-023,
871,"Clark County, KS",us-ks-025,
872,"Clay County, KS",us-ks-027,
873,"Cloud County, KS",us-ks-029,
874,"Coffey County, KS",us-ks-031,
875,"Comanche County, KS",us-ks-033,
876,"Cowley County, KS",us-ks-035,
877,"Crawford County, KS",us-ks-037,
878,"Decatur County, KS",us-ks-039,
879,"Dickinson County, KS",us-ks-041,
880,"Doniphan County, KS",us-ks-043,
881,"Douglas County, KS",us-ks-045,
882,"Edwards County, KS",us-ks-047,
883,"Elk County, KS",us-ks-049,
884,"Ellis County, KS",us-ks-051,
885,"Ellsworth County, KS",us-ks-053,
886,"Finney County, KS",us-ks-055,
887,"Ford County, KS",us-ks-057,
888,"Franklin County, KS",us-ks-059,
889,"Geary County, KS",us-ks-061,
890,"Gove County, KS",us-ks-063,
891,"Graham County, KS",us-ks-065,
892,"Grant County, KS",us-ks-067,
893,"Gray County, KS",us-ks-069,
894,"Greeley County, KS",us-ks-071,
895,"Greenwood County, KS",us-ks-073,
896,"Hamilton County, KS",us-ks-075,
897,"Harper County, KS",us-ks-077,
898,"Harvey County, KS",us-ks-079,
899,"Haskell County, KS",us-ks-081,
900,"Hodgeman County, KS",us-ks-083,
901,"Jackson County, KS",us-ks-085,
902,"Jefferson County, KS",us-ks-087,
903,"Jewell County, KS",us-ks-089,
904,"Johnson County, KS",us-ks-091,
905,"Kearny County, KS",us-ks-093,
906,"Kingman County, KS",us-ks-095,
907,"Kiowa County, KS",us-ks-097,
908,"Labette County, KS",us-ks-099,
909,"Lane County, KS",us-ks-101,
910,"Leavenworth County, KS",us-ks-103,
911,"Lincoln County, KS",us-ks-105,
912,"Linn County, KS",us-ks-107,
913,"Logan County, KS",us-ks-109,
914,"Lyon County, KS",us-ks-111,
915,"McPherson County, KS",us-ks-113,
916,"Marion County, KS",us-ks-115,
917,"Marshall County, KS",us-ks-117,
918,"Meade County, KS",us-ks-119,
919,"Miami County, KS",us-ks-121,
920,"Mitchell County, KS",us-ks-123,
921,"Montgomery County, KS",us-ks-125,
922,"Morris County, KS",us-ks-127,
923,"Morton County, KS",us-ks-129,
924,"Nemaha County, KS",us-ks-131,
925,"Neosho County, KS",us-ks-133,
926,"Ness County, KS",us-ks-135,
927,"Norton County, KS",us-ks-137,
928,"Osage County, KS",us-ks-139,
929,"Osborne County, KS",us-ks-141,
930,"Ottawa County, KS",us-ks-143,
931,"Pawnee County, KS",us-ks-145,
932,"Phillips County, KS",us-ks-147,
933,"Pottawatomie County, KS",us-ks-149,
934,"Pratt County, KS",us-ks-151,
935,"Rawlins County, KS",us-ks-153,
936,"Reno County, KS",us-ks-155,
937,"Republic County, KS",us-ks-157,
938,"Rice County, KS",us-ks-159,
939,"Riley County, KS",us-ks-161,
940,"Rooks County, KS",us-ks-163,
941,"Rush County, KS",us-ks-165,
942,"Russell County, KS",us-ks-167,
943,"Saline County, KS",us-ks-169,
944,"Scott County, KS",us-ks-171,
945,"Sedgwick County, KS",us-ks-173,
946,"Seward County, KS",us-ks-175,
947,"Shawnee County, KS",us-ks-177,
948,"Sheridan County, KS",us-ks-179,
949,"Sherman County, KS",us-ks-181,
950,"Smith County, KS",us-ks-183,
951,"Stafford County, KS",us-ks-185,
952,"Stanton County, KS",us-ks-187,
953,"Stevens County, KS",us-ks-189,
954,"Sumner County, KS",us-ks-191,
955,"Thomas County, KS",us-ks-193,
956,"Trego County, KS",us-ks-195,
957,"Wabaunsee County, KS",us-ks-197,
958,"Wallace County, KS",us-ks-199,
959,"Washington County, KS",us-ks-201,
960,"Wichita County, KS",us-ks-203,
961,"Wilson County, KS",us-ks-205,
962,"Woodson County, KS",us-ks-207,
963,"Wyandotte County, KS",us-ks-209,
964,"Adair County, KY",us-ky-001,0.025673968728838106
965,"Allen County, KY",us-ky-003,0.03364143983120038
966,"Anderson County, KY",us-ky-005,0.03634386101758247
967,"Ballard County, KY",us-ky-007,0.04180328012644757
968,"Barren County, KY",us-ky-009,0.3863316745997403
969,"Bath County, KY",us-ky-011,0.02397101862747905
970,"Bell County, KY",us-ky-013,0.2895657542704261
971,"Boone County, KY",us-ky-015,0.09522137462738216
972,"Bourbon County, KY",us-ky-017,0.06428236110244845
973,"Boyd County, KY",us-ky-019,0.03602172035574583
974,"Boyle County, KY",us-ky-021,0.5442993974972965
975,"Bracken County, KY",us-ky-023,0.017978031963527957
976,"Breathitt County, KY",us-ky-025,0.4383931683513419
977,"Breckinridge County, KY",us-ky-027,0.3726920446774562
978,"Bullitt County, KY",us-ky-029,0.38777066178713027
979,"Butler County, KY",us-ky-031,0.2907998565279771
980,"Caldwell County, KY",us-ky-033,0.02287651480199647
981,"Calloway County, KY",us-ky-035,0.048381855195093526
982,"Campbell County, KY",us-ky-037,0.10322153703980491
983,"Carlisle County, KY",us-ky-039,0.04467371157899769
984,"Carroll County, KY",us-ky-041,0.029931689030124276
985,"Carter County, KY",us-ky-043,0.3725432963611598
986,"Casey County, KY",us-ky-045,0.02772087288365155
987,"Christian County, KY",us-ky-047,0.02367502206013658
988,"Clark County, KY",us-ky-049,0.048144306097111456
989,"Clay County, KY",us-ky-051,0.18944879562583122
990,"Clinton County, KY",us-ky-053,0.056562322358608454
991,"Crittenden County, KY",us-ky-055,0.018850378246741947
992,"Cumberland County, KY",us-ky-057,0.08564981839907969
993,"Daviess County, KY",us-ky-059,0.5235335210775646
994,"Edmonson County, KY",us-ky-061,0.3048245614035087
995,"Elliott County, KY",us-ky-063,0.4290718038528897
996,"Estill County, KY",us-ky-065,0.0332498102047018
997,"Fayette County, KY",us-ky-067,0.10172102988293846
998,"Fleming County, KY",us-ky-069,0.018201996622576613
999,"Floyd County, KY",us-ky-071,0.3962817412333736
1000,"Franklin County, KY",us-ky-073,0.05390363054311101
1001,"Fulton County, KY",us-ky-075,0.04277520420452416
1002,"Gallatin County, KY",us-ky-077,0.024938809761601358
1003,"Garrard County, KY",us-ky-079,0.32080545716909353
1004,"Grant County, KY",us-ky-081,0.038035204876904385
1005,"Graves County, KY",us-ky-083,0.029962047421427662
1006,"Grayson County, KY",us-ky-085,0.3154784417549168
1007,"Green County, KY",us-ky-087,0.258203637727358
1008,"Greenup County, KY",us-ky-089,0.06265407316757884
1009,"Hancock County, KY",us-ky-091,0.4956926658905705
1010,"Hardin County, KY",us-ky-093,0.5365881916767078
1011,"Harlan County, KY",us-ky-095,0.21511573858882593
1012,"Harrison County, KY",us-ky-097,0.026725462121327287
1013,"Hart County, KY",us-ky-099,0.3867015418502203
1014,"Henderson County, KY",us-ky-101,0.03191758976578429
1015,"Henry County, KY",us-ky-103,0.03828704702989372
1016,"Hickman County, KY",us-ky-105,0.053243134722040536
1017,"Hopkins County, KY",us-ky-107,0.040990869520229484
1018,"Jackson County, KY",us-ky-109,0.15506271586984186
1019,"Jefferson County, KY",us-ky-111,0.07070976472794971
1020,"Jessamine County, KY",us-ky-113,0.15529128500127914
1021,"Johnson County, KY",us-ky-115,0.22503134141245296
1022,"Kenton County, KY",us-ky-117,0.09973551188275603
1023,"Knott County, KY",us-ky-119,0.3519868124240847
1024,"Knox County, KY",us-ky-121,0.2503746253746254
1025,"Larue County, KY",us-ky-123,0.34663106643631225
1026,"Laurel County, KY",us-ky-125,0.2400434905166512
1027,"Lawrence County, KY",us-ky-127,0.28939093015557765
1028,"Lee County, KY",us-ky-129,0.27671541057367827
1029,"Leslie County, KY",us-ky-131,0.15071237756010689
1030,"Letcher County, KY",us-ky-133,0.2859645281366323
1031,"Lewis County, KY",us-ky-135,0.01454055413070382
1032,"Lincoln County, KY",us-ky-137,0.3300386988808702
1033,"Livingston County, KY",us-ky-139,0.05044992991630373
1034,"Logan County, KY",us-ky-141,0.0231716101506797
1035,"Lyon County, KY",us-ky-143,0.019498952226132737
1036,"McCracken County, KY",us-ky-145,0.027836038452599743
1037,"McCreary County, KY",us-ky-147,0.18975069252077564
1038,"McLean County, KY",us-ky-149,0.0503148718611548
1039,"Madison County, KY",us-ky-151,0.05465137017507207
1040,"Magoffin County, KY",us-ky-153,0.3670836591086787
1041,"Marion County, KY",us-ky-155,0.0647986305498173
1042,"Marshall County, KY",us-ky-157,0.05055213992487388
1043,"Martin County, KY",us-ky-159,0.15975208702251453
1044,"Mason County, KY",us-ky-161,0.04752466860556928
1045,"Meade County, KY",us-ky-163,0.4156651132368572
1046,"Menifee County, KY",us-ky-165,0.020155963590785225
